"Company","Specific.Bean.Origin","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin","Bar.Price"
"Dean and Deluca (Belcolade)","Costa Rica",175,2007,64,"U.S.A.",3,"","Costa Rica",8.67502350639552
"Dean and Deluca (Belcolade)","Ecuador",175,2007,71,"U.S.A.",3,"","Ecuador",NA
"Dean and Deluca (Belcolade)","Ghana",175,2007,60,"U.S.A.",3,"Forastero","Ghana",4.09164825035259
"Dean and Deluca (Belcolade)","Papua New Guinea",180,2007,64,"U.S.A.",3,"","Papua New Guinea",1.77650103950873
"Dean and Deluca (Belcolade)","Peru",180,2007,64,"U.S.A.",3,"","Peru",NA
"Debauve & Gallais (Michel Cluizel)","Papua New Guinea",423,2009,64,"France",3,"","Papua New Guinea",NA
"Debauve & Gallais (Michel Cluizel)","Venezuela",263,2008,66,"France",3.75,"","Venezuela",NA
"Desbarres","Kilombero, batch 41",1916,2016,72,"Canada",2.5,"","Tanzania",7.01491279155016
"DeVries","Bolivian",241,2008,80,"U.S.A.",NA,"","Bolivia",7.83221805468202
"DeVries","Costa Rica",166,2007,77,"U.S.A.",3.5,"Trinitario","Costa Rica",6.51493902946822
"DeVries","Dominican Republic",166,2007,77,"U.S.A.",3.5,"","Dominican Republic",9.994640751509
"Dick Taylor","Lanquin Estate",1952,2017,70,"U.S.A.",3.75,"","Guatemala",NA
"Dick Taylor","Fazenda Camboa, Bahia, batch 17009",1972,2017,75,"U.S.A.",3.75,"","Brazil",NA
"Dick Taylor","Tien Giang",1864,2016,78,"U.S.A.",3.5,"Trinitario","Vietnam",4.92516996478662
"Dick Taylor","Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70,"U.S.A.",3.75,"","Bolivia",4.38259093021043
"Dick Taylor","Elvesia",1235,2014,74,"U.S.A.",3.5,"","Dominican Republic",9.13026059116237
"Dick Taylor","Ecuador, Choc. Garage Exclusive",1034,2013,70,"U.S.A.",3.25,"","Ecuador",5.09940062137321
"Dick Taylor","Camino Verde",1193,2013,76,"U.S.A.",3.5,"","Ecuador",NA
"Dick Taylor","Bolivia",895,2012,75,"U.S.A.",NA,"","Bolivia",1.49771733698435
"Dick Taylor","Belize",955,2012,72,"U.S.A.",NA,"Trinitario","Belize",NA
"Dick Taylor","Sambirano",661,2011,80,"U.S.A.",NA,"Trinitario","Madagascar",8.85457941656932
"Dick Taylor","Sambirano",661,2011,72,"U.S.A.",3,"Trinitario","Madagascar",NA
"Dick Taylor","Mantuano",682,2011,75,"U.S.A.",NA,"Criollo","Venezuela",9.43993159220554
"Dick Taylor","La Red",769,2011,74,"U.S.A.",3,"","Dominican Republic",2.29737083590589
"Dick Taylor","Ecuador",769,2011,70,"U.S.A.",3.25,"","Ecuador",NA
"Doble & Bignall","Puerto Cabello",1688,2015,85,"U.K.",3,"","Venezuela",4.20185409160331
"Doble & Bignall","Panama, Raven",1371,2014,72,"U.K.",3.25,"","Panama",NA
"Doble & Bignall","Puerto Cabello, Mantuano",1371,2014,72,"U.K.",3.25,"Trinitario","Venezuela",NA
"Doble & Bignall","Johe",1407,2014,72,"U.K.",3.5,"Criollo, Trinitario","Nicaragua",NA
"Dole (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,70,"U.S.A.",3.75,"","Hawaii",NA
"Dolfin (Belcolade)","Africa",304,2008,88,"Belgium",3,"Forastero","West Africa",NA
"Dolfin (Belcolade)","Noir",63,2006,70,"Belgium",1.5,"","",NA
"Domori","Hacienda Victoria",1672,2015,70,"Italy",3.75,"","Ecuador",7.43279329501092
"Domori","Ocumare 77",1672,2015,70,"Italy",3.75,"Criollo (Ocumare 77)","Venezuela",1.42294312478043
"Domori","IL100, H. San Jose",1109,2013,100,"Italy",3,"Criollo","Venezuela",3.44268104224466
"Domori","Morogoro",863,2012,70,"Italy",3.5,"","Tanzania",NA
"Domori","Guasare",863,2012,70,"Italy",3.75,"Criollo","Venezuela",5.16677690087818
"Domori","Canoabo, Hacienda San Jose",693,2011,70,"Italy",3.5,"Criollo","Venezuela",5.43063995870762
"Domori","Chuao, Hacienda San Jose",470,2010,70,"Italy",3,"Trinitario","Venezuela",6.10973536246456
"Domori","Carupano, H. San Jose",227,2008,70,"Italy",3,"Trinitario","Venezuela",NA
"Domori","Teyuna",272,2008,70,"Italy",3,"","Colombia",NA
"Domori","Blend No. 1",272,2008,78,"Italy",3.5,"Blend","",1.96565189445391
"Domori","Ilblend",272,2008,70,"Italy",3.75,"Blend","",6.08918842603453
"Domori","Porcelana",111,2007,70,"Italy",4,"Criollo (Porcelana)","Venezuela",NA
"Domori","Ocumare 61, Puertomar",129,2007,75,"Italy",3.25,"Criollo (Ocumare 61)","Venezuela",7.05999233270995
"Domori","Granella",135,2007,60,"Italy",3.25,"Trinitario","Venezuela",3.11337708216161
"Domori","Madagascar",135,2007,70,"Italy",3.5,"Trinitario","Madagascar",3.43700217502192
"Domori","Madagared",192,2007,70,"Italy",3.5,"Criollo","Madagascar",5.85604822635651
"Domori","Java, Javablond",192,2007,70,"Italy",3.75,"Criollo","Indonesia",6.47081164945848
"Domori","Ecuador",192,2007,70,"Italy",4,"Forastero (Arriba)","Ecuador",3.21151310228743
"Domori","Ocumare 67, Puertofino",192,2007,70,"Italy",4,"Criollo (Ocumare 67)","Venezuela",3.65860072453506
"Domori","Sur del Lago Classificado",87,2006,70,"Italy",3,"Trinitario","Venezuela",6.37618134357035
"Domori","Apurimac",87,2006,70,"Italy",3.25,"Trinitario","Peru",2.93654874386266
"Domori","Carenero Superior",87,2006,70,"Italy",3.5,"Trinitario","Venezuela",7.12708796095103
"Dormouse","Non Pariel Estate",1880,2016,75,"U.K.",NA,"Trinitario","Grenada",6.11711878608912
"Dormouse","Rio Caribe, Batch 7",1672,2015,70,"U.K.",2.5,"Trinitario","Venezuela",8.43698420794681
"Dormouse","Colombia, Batch 9",1676,2015,80,"U.K.",NA,"Criollo, Trinitario","Colombia",NA
"Dormouse","Madagascar, Batch 8",1676,2015,77,"U.K.",NA,"Criollo, Trinitario","Madagascar",7.6388698653318
"Duffy's","Eti-Oni",1964,2017,70,"U.K.",NA,"","Nigeria",1.54704002384096
"Duffy's","Rio Dulce, Xoco",1662,2015,70,"U.K.",4,"Criollo","Guatemala",7.80298533756286
"Duffy's","Chuno, Xoco",1331,2014,70,"U.K.",3.5,"Criollo","Nicaragua",6.23302604397759
"Duffy's","Rico Rugoso, Xoco",1331,2014,76,"U.K.",3.75,"Criollo","Nicaragua",NA
"Duffy's","Ocumare",923,2012,72,"U.K.",3.75,"","Venezuela",1.36342686810531
"Duffy's","Indio Rojo, Xoco",623,2011,72,"U.K.",3.75,"Criollo","Honduras",8.62965241959319
"Duffy's","Dominican Republic",661,2011,65,"U.K.",3.5,"","Dominican Republic",5.09285468189046
"Duffy's","Bocas del Toro, Tierra Oscura",697,2011,72,"U.K.",3,"","Panama",NA
"Duffy's","Nicaliso, Xoco",697,2011,71,"U.K.",3.25,"Criollo","Nicaragua",6.04853185382672
"Duffy's","Ocumare",765,2011,71,"U.K.",3.5,"","Venezuela",1.52372616669163
"Duffy's","Panama",516,2010,70,"U.K.",3.5,"","Panama",NA
"Duffy's","Corazon del Ecuador, Calceta beans",516,2010,72,"U.K.",3.75,"","Ecuador",NA
"Duffy's","Star of Ecuador",523,2010,70,"U.K.",2.5,"","Ecuador",4.46656244131736
"Duffy's","Star of Peru",523,2010,70,"U.K.",3.75,"","Peru",6.60967791662551
"Dulcinea","Dominican Republic",1506,2015,70,"U.S.A.",3.25,"","Dominican Republic",1.22974028601311
"Durand","Madagascar",841,2012,82,"France",NA,"Trinitario","Madagascar",4.65947079658508
"Durci","Maranon, Joya Rara",1626,2015,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru",NA
"Durci","Rio Caribe, Tepui Treasure",1626,2015,70,"U.S.A.",3.5,"Trinitario","Venezuela",5.66924431058578
"Durci","Taino Secret",1630,2015,70,"U.S.A.",3.25,"","Domincan Republic",3.48309111525305
"Durci","Carenero, Empyrean Sabor",1630,2015,70,"U.S.A.",3.25,"Trinitario","Venezuela",NA
"Durci","Corona Arriba",1630,2015,70,"U.S.A.",4,"","Ecuador",4.31960905832238
"East Van Roasters","Peru",1343,2014,70,"Canada",3.25,"","Peru",6.24727535690181
"East Van Roasters","Madagascar",1343,2014,70,"Canada",3.5,"Trinitario","Madagascar",6.34727818402462
"East Van Roasters","Dominican Republic",1343,2014,70,"Canada",3.75,"","Dominican Republic",7.00876208185218
"Eau de Rose","Tumaco",1812,2016,70,"Canada",3.25,"","Colombia",1.31387323676609
"Eau de Rose","Arauca",1812,2016,70,"Canada",3.25,"","Colombia",NA
"Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,72,"U.S.A.",NA,"Forastero (Nacional)","Peru",NA
"Edelmond","Porcelana",1876,2016,68,"Germany",3,"Criollo","Venezuela",9.18231854029
"El Ceibo","Alto Beni, Covendo Region",709,2011,75,"Bolivia",3.75,"","Bolivia",6.47861484088935
"El Ceibo","Alto Beni",252,2008,71,"Bolivia",NA,"","Bolivia",NA
"El Rey","San Joaquin",1662,2015,70,"Venezuela",3.75,"","Venezuela",2.07935992744751
"El Rey","Rio Caribe, Cariaco",439,2009,60.5,"Venezuela",NA,"Trinitario","Venezuela",NA
"El Rey","Rio Caribe, Macuro",439,2009,70,"Venezuela",3,"Trinitario","Venezuela",NA
"El Rey","Carenero Superior, Apamate",206,2008,74,"Venezuela",2.5,"Criollo","Venezuela",7.00034642056562
"El Rey","Carenero Superior, Bucare",206,2008,58,"Venezuela",2.5,"Criollo","Venezuela",5.57533566770144
"El Rey","Carenero Superior, Mijao",206,2008,61,"Venezuela",3,"Criollo","Venezuela",9.9695549684111
"El Rey","Carenero Superior, Gran Saman",32,2006,70,"Venezuela",NA,"Criollo","Venezuela",2.73525064205751
"Emerald Estate","Emerald Estate",1137,2013,60,"St. Lucia",NA,"","St. Lucia",1.37727548624389
"Emerald Estate","Emerald Estate",1137,2013,70,"St. Lucia",3.25,"","St. Lucia",NA
"Emily's","Patanemo",1450,2015,79,"Japan",3,"","Venezuela",NA
"Emily's","Peru",1454,2015,78,"Japan",3.5,"Criollo","Peru",3.06320356298238
"ENNA","Wampusirpi, batch 007",1916,2016,75,"U.S.A.",3.25,"","Honduras",1.28774465271272
"Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,80,"Spain",3.25,"Forastero","Sao Tome & Principe",9.75188808259554
"Erithaj (A. Morin)","Ben Tre",1205,2014,70,"France",3.25,"Trinitario","Vietnam",6.27009018696845
"Erithaj (A. Morin)","Ham Luong",1209,2014,80,"France",3,"Trinitario","Vietnam",NA
"Erithaj (A. Morin)","Ba Lai",1209,2014,74,"France",3.25,"Trinitario","Vietnam",2.81966110924259
"Escazu","Rio Caribe",903,2012,70,"U.S.A.",NA,"Trinitario","Venezuela",4.49384197383188
"Escazu","Guapiles",414,2009,65,"U.S.A.",2,"","Costa Rica",7.9776750667952
"Escazu","Carenero Superior",423,2009,81,"U.S.A.",3.5,"Criollo","Venezuela",NA
"Escazu","Carenero, Guapiles, Ocumare blend",431,2009,74,"U.S.A.",NA,"","Cost Rica, Ven",8.95720246643759
"Escazu","Ocumare",252,2008,72,"U.S.A.",3,"Criollo","Venezuela",6.77316118590534
"Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,55,"U.S.A.",2.5,"","Peru, Madagascar",NA
"Ethel's Artisan (Mars)","Trinidad",666,2011,55,"U.S.A.",2.5,"Trinitario","Trinidad",2.24925457104109
"Ethel's Artisan (Mars)","Porcelana",666,2011,70,"U.S.A.",2.5,"Criollo (Porcelana)","Venezuela",2.83075391477905
"Ethel's Artisan (Mars)","Red Vanilla",666,2011,62,"U.S.A.",NA,"","",3.87597906542942
"Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,62,"U.S.A.",2.5,"","Venezuela, Trinidad",NA
"Ethereal","Belize",1275,2014,80,"U.S.A.",3,"Trinitario","Belize",NA
"Ethereal","Ecuador",1275,2014,80,"U.S.A.",3.5,"","Ecuador",5.96291513019241
"Ethereal","Dominican Republic",1275,2014,80,"U.S.A.",3.75,"","Dominican Republic",1.30354995699599
"Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,75,"U.S.A.",NA,"","Brazil",NA
"Feitoria Cacao","Blue Mountain",1732,2016,76,"Portugal",3,"","Jamaica",NA
"Feitoria Cacao","Cuyagua",1736,2016,76,"Portugal",2.5,"","Venezuela",NA
"Feitoria Cacao","Maya Mountain",1736,2016,76,"Portugal",NA,"Trinitario","Belize",1.68271417310461
"Felchlin","Grenada",494,2010,58,"Switzerland",3.5,"Trinitario","Grenada",NA
"Felchlin","Supremo- SF",105,2006,62,"Switzerland",2,"","",5.17614964139648
"Felchlin","Elvesia P.",105,2006,74,"Switzerland",3,"Trinitario, Criollo","Dominican Republic",6.9013521920424
"Felchlin","Madagascar, Grand Cru",48,2006,64,"Switzerland",3,"Criollo","Madagascar",2.74040811927989
"Felchlin","Maracaibo Clasificado",48,2006,65,"Switzerland",3,"Criollo","Venezuela",NA
"Felchlin","Arriba",48,2006,72,"Switzerland",3.5,"Forastero (Arriba)","Ecuador",9.11963600502349
"Felchlin","Alto Beni, Cru Savage",56,2006,68,"Switzerland",4,"Criollo (Wild)","Bolivia",8.99249671399593
"Finca","Puerto Rico",1283,2014,65,"U.S.A.",2.25,"","Puerto Rico",8.99534426652826
"Finca","Dominican Republic",1283,2014,80,"U.S.A.",3,"","Dominican Republic",7.73913593031466
"Finca","Dominican Republic",1283,2014,70,"U.S.A.",3.25,"","Dominican Republic",NA
"Finca","Dominican Republic",1287,2014,85,"U.S.A.",2.5,"","Dominican Republic",3.44701184588484
"Forever Cacao","Rio Eni",1267,2014,72,"U.K.",NA,"Criollo","Peru",3.89569682208821
"Forteza (Cortes)","Dominican Republic",1776,2016,70,"Puerto Rico",NA,"","Domincan Republic",1.89137646416202
"Forteza (Cortes)","Puerto Rico",1776,2016,80,"Puerto Rico",NA,"","Domincan Republic",8.9661938638892
"Fossa","Akesson's E., Sambirano V.",1772,2016,70,"Singapore",NA,"","Madagascar",NA
"Fossa","Camino Verde P., Balao, Guayas",1776,2016,75,"Singapore",3.5,"","Ecuador",NA
"Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,67,"Singapore",3.75,"Trinitario","Tanzania",NA
"Franceschi","Choroni",1355,2014,70,"Venezuela",3.5,"","Venezuela",NA
"Franceschi","Ocumare",1355,2014,70,"Venezuela",3.75,"","Venezuela",2.07464301981963
"Franceschi","Canoabo",911,2012,70,"Venezuela",3.75,"","Venezuela",4.19891203939915
"Franceschi","Sur del Lago",915,2012,60,"Venezuela",3.5,"","Venezuela",NA
"Frederic Blondeel","Costa Rica",1538,2015,70,"Belgium",3.5,"","Costa Rica",7.44202862679958
"Frederic Blondeel","Peru Brutus",1538,2015,75,"Belgium",3.5,"","Peru",8.08234617393464
"Frederic Blondeel","Vietnam",1542,2015,80,"Belgium",3,"Trinitario","Vietnam",NA
"Frederic Blondeel","Ghana",1351,2014,60,"Belgium",3.5,"Forastero","Ghana",2.21496758516878
"Frederic Blondeel","Madagascar",1351,2014,65,"Belgium",3.5,"Trinitario","Madagascar",8.04064871184528
"French Broad","Norandino, batch 161208",1940,2017,70,"U.S.A.",3.5,"","Peru",NA
"French Broad","Guatemala",1634,2015,73,"U.S.A.",3.5,"","Guatemala",NA
"French Broad","San Andres",1209,2014,80,"U.S.A.",3,"","Costa Rica",5.76742682303302
"French Broad","Matagalpa",1295,2014,68,"U.S.A.",3.25,"","Nicaragua",NA
"French Broad","Palo Blanco, Chulucanas",1042,2013,66,"U.S.A.",3.5,"","Peru",3.48795895371586
"French Broad","Tumbes Coop",883,2012,70,"U.S.A.",2.5,"Criollo","Peru",3.60416930541396
"French Broad","Palo Blanco, Chulucanas",883,2012,61,"U.S.A.",3.5,"","Peru",NA
"French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,81,"U.S.A.",2,"","Peru",5.93229058757424
"French Broad","Maranon Canyon, Fortunato No. 4",781,2011,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru",4.34780871425755
"French Broad","La Red",785,2011,65,"U.S.A.",3.5,"","Dominican Republic",NA
"Fresco","Maranon, #228, MR, SC",1383,2014,70,"U.S.A.",3,"Forastero (Nacional)","Peru",5.38329312950373
"Fresco","Maranon, #227, LR, MC",1383,2014,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru",3.88335918239318
"Fresco","Maranon, #229, MR, LC",1383,2014,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru",5.63469071313739
"Fresco","Maranon, #230, DR, LC",1387,2014,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru",7.83402127027512
"Fresco","Conacado, #223, MR, SC",1030,2013,72,"U.S.A.",3.25,"","Dominican Republic",NA
"Fresco","Conacado, #224, MR, MC",1081,2013,72,"U.S.A.",3.75,"","Dominican Republic",7.56668498017825
"Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70,"U.S.A.",3.75,"","Peru",7.32681553508155
"Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70,"U.S.A.",4,"Trinitario","Peru",NA
"Fresco","Markham Valley, #219, LR, MC",899,2012,69,"U.S.A.",3.5,"","Papua New Guinea",2.78131273086183
"Fresco","Markham Valley, #221, DR, MC",899,2012,69,"U.S.A.",3.5,"","Papua New Guinea",NA
"Fresco","Sambirano Valley, #216, MR, LC",915,2012,74,"U.S.A.",4,"Trinitario","Madagascar",7.68285219022073
"Fresco","Markham Valley, #220, MR, MC",927,2012,69,"U.S.A.",4,"Trinitario","Papua New Guinea",9.85797283123247
"Fresco","Markham Valley, #222, LR, 0C",931,2012,69,"U.S.A.",3,"Trinitario","Papua New Guinea",NA
"Fresco","Ghana, #211, MR, MC",636,2011,74,"U.S.A.",NA,"Forastero","Ghana",6.04227937315591
"Fresco","Jamaica, #209, DR, SC",642,2011,70,"U.S.A.",3.25,"Trinitario","Jamaica",3.91010493854992
"Fresco","Conacado, #212, LR, SC",642,2011,72,"U.S.A.",3.5,"","Dominican Republic",4.39134775171988
"Fresco","Jamaica, #210, DR, MC",642,2011,70,"U.S.A.",3.5,"Trinitario","Jamaica",5.78268402209505
"Fresco","Sambirano Valley, #214, LR, MC",682,2011,74,"U.S.A.",NA,"Trinitario","Madagascar",1.28581588668749
"Fresco","Conacado, #213, DR, -C",682,2011,72,"U.S.A.",3.25,"","Dominican Republic",4.73731707897969
"Fresco","Sambirano Valley, #215, MR, MC",688,2011,74,"U.S.A.",3,"Trinitario","Madagascar",4.18587492359802
"Fresco","Chuao, #218, MR, MC",745,2011,76,"U.S.A.",3.25,"Trinitario","Venezuela",4.60152260540053
"Fresco","Chuao, #217, DR, MC",745,2011,70,"U.S.A.",4,"Trinitario","Venezuela",4.75223094690591
"Fresco","Jamaica, #204, DR, SC",370,2009,80,"U.S.A.",NA,"Trinitario","Jamaica",6.03698571305722
"Fresco","Jamaica, #206, DR, LC",370,2009,70,"U.S.A.",3,"Trinitario","Jamaica",NA
"Fresco","Jamaica, #205, DR, MC",370,2009,70,"U.S.A.",3.25,"Trinitario","Jamaica",9.6115001081489
"Fresco","Carenero Superior, #203, MR, SC",370,2009,65,"U.S.A.",3.5,"Criollo","Venezuela",1.87515510106459
"Fresh Coast","Fazenda Camboa, Bahia",2000,2017,70,"U.S.A.",3.5,"","Brazil",NA
"Fresh Coast","Kokoa Kamili, Kilombero District",2000,2017,70,"U.S.A.",3.75,"","Tanzania",8.68689979775809
"Fresh Coast aka Just Good Choc.","Belize",1375,2014,70,"U.S.A.",3.5,"Trinitario","Belize",5.27784916688688
"Fresh Coast aka Just Good Choc.","Madagascar",1375,2014,70,"U.S.A.",3.5,"Trinitario","Madagascar",4.29797300463542
"Fresh Coast aka Just Good Choc.","Peru",1375,2014,70,"U.S.A.",4,"","Peru",6.51451121713035
"Friis Holm","Barba",1956,2017,70,"Denmark",3.75,"","Nicaragua",4.95848518842831
"Friis Holm","Rugoso, Bad Fermentation",1912,2016,70,"Denmark",3.5,"","Nicaragua",NA
"Friis Holm (Bonnat)","La Dalia",1680,2015,60,"Denmark",3,"","Nicaragua",9.77253227634355
"Friis Holm (Bonnat)","La Dalia",1680,2015,85,"Denmark",3.25,"","Nicaragua",NA
"Friis Holm (Bonnat)","La Dalia",1259,2014,70,"Denmark",3.5,"","Nicaragua",NA
"Friis Holm (Bonnat)","Barba, Xoco",1034,2013,70,"Denmark",3.25,"","Nicaragua",4.56094575976022
"Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,70,"Denmark",3.5,"","Nicaragua",NA
"Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,70,"Denmark",3.25,"Criollo, Trinitario","Nicaragua",NA
"Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,70,"Denmark",3.25,"Criollo, Trinitario","Honduras",2.05598104558885
"Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,70,"Denmark",3.25,"Criollo, Trinitario","Nicaragua",6.82612314005382
"Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,70,"Denmark",3.75,"","Nicaragua",2.4416633208748
"Friis Holm (Bonnat)","Johe, Xoco",623,2011,70,"Denmark",3.25,"Criollo, Trinitario","Nicaragua",NA
"Friis Holm (Bonnat)","Chuno, Xoco",623,2011,70,"Denmark",3.5,"Criollo, Trinitario","Nicaragua",NA
"Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,70,"Denmark",3.5,"Criollo, Trinitario","Nicaragua",8.03640758618712
"Fruition","Wild Bolivian, Batch 2",1780,2016,74,"U.S.A.",3.75,"Beniano","Bolivia",3.77307598874904
"Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,74,"U.S.A.",4,"Amazon mix","Costa Rica",NA
"Fruition","Gran Couva",1347,2014,70,"U.S.A.",3.75,"Trinitario","Trinidad",NA
"Fruition","Maranon",1359,2014,76,"U.S.A.",3,"Forastero (Nacional)","Peru",NA
"Fruition","La Red",1046,2013,70,"U.S.A.",3.75,"","Dominican Republic",8.79820986883715
"Fruition","Camino Verde",1185,2013,75,"U.S.A.",3,"","Ecuador",5.59370171255432
"Fruition","Peru",863,2012,70,"U.S.A.",2.5,"","Peru",4.75799463898875
"Fruition","Signature Blend",753,2011,66,"U.S.A.",3.25,"Trinitario","Costa Rica",1.26945842872374
"Fruition","Costa Rica",781,2011,70,"U.S.A.",3,"","Costa Rica",3.74030011543073
"Garden Island","Kaua'I, Alea Estate +world",1367,2014,85,"U.S.A.",2.5,"Blend","Hawaii",6.09564164490439
"Georgia Ramon","Akesson P.",1642,2015,65,"Germany",3.25,"Trinitario","Madagascar",7.46096091950312
"Georgia Ramon","ABOCFA Coop",1642,2015,70,"Germany",4,"Forastero","Ghana",7.23879011231475
"Georgia Ramon","Conacado Coop",1646,2015,70,"Germany",3.5,"Trinitario","Domincan Republic",6.3877469219733
"Georgia Ramon","Conacado Coop",1646,2015,80,"Germany",3.5,"Trinitario","Domincan Republic",5.75294939242303
"Georgia Ramon","Akesson P.",1646,2015,75,"Germany",3.5,"Trinitario","Madagascar",1.03506708750501
"Glennmade","Toledo District, 2015 Harvest",1848,2016,70,"U.S.A.",3.5,"","Belize",2.13474506884813
"Glennmade","Bahia",1672,2015,66,"U.S.A.",3,"Trinitario, Forastero","Brazil",3.53630502731539
"Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,77,"U.S.A.",NA,"","Mexico",5.08000740571879
"Goodnow Farms","El Carmen, batch 1003",1924,2016,77,"U.S.A.",3.25,"","Nicaragua",NA
"Goodnow Farms","Asochivite, batch 1005",1924,2016,77,"U.S.A.",3.25,"","Guatemala",4.71471506753005
"Grand Place","Ben Tre, Dong Nai",741,2011,72,"Vietnam",3,"Trinitario","Vietnam",6.60816245805472
"Green & Black's (ICAM)","Dark",15,2006,70,"U.K.",2.5,"","",2.88998252758756
"Green Bean to Bar","Madagascar",1896,2016,70,"Japan",3.5,"","Madagascar",5.86230564606376
"Grenada Chocolate Co.","Grenada",494,2010,82,"Grenada",3.25,"Trinitario","Grenada",NA
"Grenada Chocolate Co.","Grenada",363,2009,60,"Grenada",NA,"Trinitario","Grenada",NA
"Grenada Chocolate Co.","Grenada",241,2008,71,"Grenada",2.5,"Trinitario","Grenada",NA
"Guido Castagna","Arriba",355,2009,64,"Italy",3,"Forastero (Arriba) ASS","Ecuador",5.91870514862239
"Guido Castagna","Ghana",355,2009,64,"Italy",3,"Forastero","Ghana",2.96191601851024
"Guido Castagna","Trinidad & Tobago",355,2009,64,"Italy",3,"","Trinidad, Tobago",2.39420553203672
"Guido Castagna","Lacri Blend",355,2009,76,"Italy",3,"","Venezuela",5.40485023614019
"Guido Castagna","Blend",355,2009,64,"Italy",3.25,"","Ven, Trinidad, Ecuador",6.28262791107409
"Guittard","Epique, Blend No. 49",1602,2015,70,"U.S.A.",3.75,"","",5.95830456167459
"Guittard","Haiti",1053,2013,65,"U.S.A.",NA,"","Haiti",3.51355424546637
"Guittard","Nicaragua",1053,2013,65,"U.S.A.",NA,"","Nicaragua",NA
"Guittard","Jamaica",1053,2013,65,"U.S.A.",3.25,"Trinitario","Jamaica",4.96479812357575
"Guittard","Ecuador",1053,2013,65,"U.S.A.",3.5,"","Ecuador",4.05381322163157
"Guittard","Coucher du Soleil",654,2011,72,"U.S.A.",NA,"","",7.10401471680962
"Guittard","Lever du Soleil",654,2011,61,"U.S.A.",3.25,"","",5.69137836666778
"Guittard","Onyx",654,2011,72,"U.S.A.",3.25,"","",NA
"Guittard","Trinidad",552,2010,65,"U.S.A.",3,"Trinitario","Trinidad",NA
"Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55,"U.S.A.",3,"","Hawaii",NA
"Guittard","Nocturne",387,2009,91,"U.S.A.",3,"","",8.87214108579792
"Guittard","Complexite",387,2009,70,"U.S.A.",3.5,"Blend","",1.74252471211366
"Guittard","Machu Pichu",259,2008,65,"U.S.A.",3,"","Peru",9.92112900270149
"Guittard","Special Maker Reserve",276,2008,64,"U.S.A.",3,"","",2.17626122408547
"Guittard","Ocumare",276,2008,65,"U.S.A.",3.5,"","Venezuela",9.01315199909732
"Guittard","Quetzalcoatl",147,2007,72,"U.S.A.",3.5,"Blend","",7.52098911767825
"Guittard","Chucuri",15,2006,65,"U.S.A.",3,"Trinitario","Colombia",5.57088104030117
"Guittard","Sur del Lago",87,2006,65,"U.S.A.",2.5,"Trinitario, Criollo","Venezuela",2.22278856718913
"Guittard","Sambirano, Ambanja",87,2006,65,"U.S.A.",3.5,"Criollo, +","Madagascar",NA
"Guittard","Los Rios, Quevedo",93,2006,65,"U.S.A.",3.5,"Forastero (Arriba)","Ecuador",NA
"Guittard","Tsaranta",93,2006,61,"U.S.A.",3.5,"Blend","",7.96322910184972
"Guittard","Semisweet",99,2006,61,"U.S.A.",3,"Blend","",5.60183136863634
"Habitual","Papua New Guinea",1197,2014,80,"Canada",NA,"","Papua New Guinea",5.21757246204652
"Habitual","Campesino w/ nibs",1197,2014,74,"Canada",NA,"","",1.0331580482889
"Habitual","Dominican Republic",1197,2014,75,"Canada",3.25,"","Dominican Republic",NA
"Habitual","Trinitario",1197,2014,70,"Canada",3.5,"Trinitario","",1.44584592082538
"Habitual","Downtown London",1201,2014,65,"Canada",NA,"","",4.52976836147718
"Habitual","Africa meets Latina",1201,2014,70,"Canada",3,"","",NA
"Habitual","Amazonas",1201,2014,80,"Canada",3,"","",NA
"Habitual","Sharkey",1201,2014,66,"Canada",3.25,"","Hawaii",8.18948450055905
"Habitual","one hundred",1205,2014,100,"Canada",2,"","",3.1485342415981
